## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
広島市出身の人物	38.586388,0.7149762247243815
在日韓国・朝鮮人のスポーツ選手	39.058056,0.7424684443208381
バーモント州の人物	39.356556,0.7449521259621246
テキサス州の人物	39.35509,0.7449521259621246
マサチューセッツ州の人物	38.60988,0.7449521259621246
オーストラリアのゴルファー	39.33763,0.7480009870311624
女子メジャー選手権	39.770123,0.7630905957075903
中国のゴルファー	38.86432,0.7640786275288849
銀座	39.949028,0.7737503922151451
私立中高一貫校	38.661377,0.772822323822826
リコー	38.652977,0.7758571532868228
北海道のスポーツ	38.549633,0.7892667353097013
学校法人東海大学	39.647728,0.7967516977094764
日本のオリンピック銀メダリスト	42.818256,0.8077262090710019
日本の国政選挙の立候補経験者	42.818256,0.80828439759445
日本の男子ゴルファー	40.34088,0.8049590288296055
宮崎市のスポーツ	38.652977,0.8050451735198202
日本の女子バレーボール選手	42.818256,0.816231712255129
岡山県の画像提供依頼	39.986095,0.8098864561899862
国際スポーツ振興協会の人物	39.35509,0.8111003886081699
全日本女子バレーボール選手	42.818256,0.833656582814167
コニカミノルタ	39.173077,0.834163542068544
毎日放送	40.071953,0.8414677117604558
朝日放送	39.173077,0.8392394080421507
イングランドのゴルファー	38.598743,0.8391593229246048
TBSの特別番組	40.071953,0.849708246371492
コヴェントリー出身の人物	38.598743,0.8488711409706148
テレビ東京の特別番組	38.549633,0.849708246371492
津山市の学校	39.986095,0.8555560908465586
東京都中央区の一般社団法人	39.949028,0.8563362777563445
千葉県のスポーツ	39.218414,0.8554177849778362
東京都港区の一般社団法人	39.2938,0.8563362777563445
岐阜県のスポーツ	38.549633,0.8554177849778363
全国高等学校野球選手権大会出場校	39.647728,0.8637129885640527
BSジャパンのテレビ番組	39.296722,0.8720794124966659
日本テレビ	38.652977,0.8706619150895204
朝日放送の特別番組	39.173077,0.8738637337715882
毎日放送の特別番組	40.071953,0.8769589378986028
全国高等学校サッカー選手権大会出場校	39.986095,0.8773157421101012
浦安市の教育	38.661377,0.883822028368389
日本電気の人物	39.643433,0.9054426818391822
熊本市東区の学校	39.647728,0.9188612834967437
岡山県の私立高等学校	39.986095,0.9204849144090076
千葉県の私立高等学校	38.661377,0.9204849144090076
千葉県の私立中学校	38.661377,0.9204849144090076
日立ベルフィーユの選手	42.818256,0.9399850605733692
ユニチカ・フェニックスの選手	42.818256,0.9546951971958669
オリンピックバレーボール女子日本代表選手	42.818256,0.9734966563786008
日本の男子プロゴルファー	38.64047,0.9889351851851852
熊本市の私立高等学校	39.647728,0.9934213534522176
## IMINE2-J-086	GPUとは
コンピュータ	473.86986699999994,
グラフィックカード	330.722618,0.09165498119264794
インテルのマイクロプロセッサ	126.109838,0.38837524946413393
並列コンピューティング	127.40526,0.4793921478927325
マイクロプロセッサ	96.76627500000001,0.4049887813932535
GPGPU	97.569736,0.5245979533122973
コンピュータグラフィックス	80.90842699999999,0.3909592280353807
スーパーコンピュータ	78.767919,0.4419606980603503
ハードウェア	65.404862,0.3497400323446946
CPU	64.270228,0.39447090922369554
アドバンスト・マイクロ・デバイセズ	50.273053000000004,0.35659076873821155
ゲーム機	47.577887,0.3728877046744102
ソフトウェア	63.715979999999995,0.6493055555555556
半導体企業	30.551501000000002,0.19767792310861526
X86アーキテクチャ	45.688774,0.43596827913344477
アーケードゲーム基板	43.595683,0.46002439817693996
コンピュータアーキテクチャ	32.623564,0.3168355375573941
映像編集・合成ソフト	45.37165,0.4993426601245087
Android端末	49.458285000000004,0.5657352174222163
インテル	30.522908,0.3619115696683052
インターネット接続	34.694892,0.42007512861893787
アップルのマイクロプロセッサ	45.257608,0.5680552144640336
コンピュータ周辺機器企業	31.394361,0.3881310179297596
Linux	43.343712000000004,0.5848595462062246
ベンチマーク	16.867111,0.22444174705457365
API	29.708385,0.40868229892824703
コンピュータ	15.953996,0.23441242217797928
コンピュータゲーム	45.294221,0.6445158730158731
1990年代の玩具	16.49767,0.24510448758121148
計算科学	14.41275,0.22793980700052865
Bluetooth搭載機器	29.482681,0.43926073155830675
グラフィカルユーザインタフェース	30.388147,0.4580408393092974
2010年代の玩具	14.958467,0.24510448758121148
AV機器	14.958467,0.2551840483327038
3次元映像	29.515943,0.48401152335125586
ファブレス半導体メーカー	15.859359,0.29872409395106647
熱交換器	16.845905,0.3126391096851476
暗号技術	14.763393,0.28421031643584854
諜報技術	14.763393,0.28580313256337836
共産主義者	14.567116,0.3067939323565605
ロシアの亡命者	14.517933,0.3137341828993311
拷問	14.763393,0.330818595291146
SFX	15.516304,0.3446163570951083
1900年生	14.517933,0.33437900832265066
1937年没	15.516304,0.3547256043691911
ユダヤ系ウクライナ人	14.517933,0.3479939797955357
暗号解読攻撃	14.763393,0.3560909397846491
1984年没	14.567116,0.3547256043691911
1889年生	15.516304,0.3685496337109197
1945年没	14.517933,0.3547256043691911
1901年生	14.567116,0.36187373324361893
ワルシャワ出身の人物	15.516304,0.3767819117881706
携帯可能なコンピュータ	14.524214,0.3648168644556752
オープンソースハードウェア	14.304163,0.36325121505800595
廃止された行政機関	15.324756,0.38046278843023695
秘密警察	15.324756,0.3837255522784498
台湾の企業	15.611225,0.3888909940469388
システムソフトウェア	15.389585,0.3900463061199703
プログラミング言語	14.968962,0.3855132938063705
スマートフォン	14.618248,0.38139910735578303
VDP	15.227833,0.3947886676954732
大粛清犠牲者	15.516304,0.4242350080242687
ゲームエンジン	17.581041,0.4636361382367445
1993年のコンピュータゲーム	16.49767,0.45044379133654877
日本の社会主義の人物	14.567116,0.4310765511783074
タブレット型端末	14.524214,0.43213208978189716
マルチメディアソフトウェア	17.718138,0.4783970461965381
画像処理ソフト	15.898246,0.45465461331627205
アメリカ合衆国の原子力史	14.911442,0.4416725366689621
日本の亡命者	14.567116,0.44156829217009824
オデッサ出身の人物	14.517933,0.4411943037872943
2013年のコンピュータゲーム	14.958467,0.45044379133654877
フリーウェア	15.898246,0.47256968188051823
ウェブ開発	14.304163,0.4505976363790891
NASDAQ上場企業	15.859359,0.47968386095506643
アメリカ合衆国の原子力発電所	14.911442,0.46897913091931315
大粛清	15.324756,0.4792186651625761
IBMのマイクロプロセッサ	16.115816,0.5031451485211925
ロシア語の男性名	14.940276,0.48701578351295344
分散処理	15.516304,0.4961566237749185
オープンコンテント	14.304163,0.5009758515531442
オールド・ボリシェヴィキ	14.517933,0.5110133786489862
統合開発環境	17.594465,0.5551062806308674
加圧水型原子炉の原子力発電所	14.911442,0.5201410271610836
第二次世界大戦期のソビエト連邦の軍人	14.517933,0.5185951029697432
AMDのチップセット	14.767557,0.5265573875899526
ソビエト連邦のスパイ	15.516304,0.5420355552257791
グラフィックライブラリ	14.968962,0.5497802300763807
ニンテンドー3DS	14.557476,0.5452517009050429
アメリカ合衆国の音響機器メーカー	15.859359,0.5742667843801749
長野県出身の人物	14.567116,0.564062489583787
組み込みOSの製品	14.763393,0.5746356286507778
ソビエト連邦の行政	15.324756,0.5868237283414783
セガのハードウェア	14.423212,0.5805260315920849
ソビエトの諜報・情報機関	15.324756,0.5985493346218569
PlayStation	14.958467,0.5968060203333582
Steam	16.12175,0.6151700659516565
カリフォルニア州の企業	15.535002,0.6132277830126053
アタリ	16.49767,0.6300923918400098
内務人民委員部	15.324756,0.6320264619151866
フランス共産党	14.567116,0.6228254721870236
ソニー・コンピュータエンタテインメント	14.958467,0.6358976322099069
Linuxディストリビューション	16.12175,0.6618817405585561
企業	14.940276,0.6600694444444444
共産主義	14.567116,0.6659468694885362
ウィンドウマネージャ	15.928522,0.6879355956233875
IPad	14.524214,0.694619927206434
長崎大学	18.260876,0.7541505557630542
サンタクララの企業	15.859359,0.7900857894621945
タイトー	14.763393,0.7882110125052392
テキサス州の企業	14.940276,0.7999330363755762
ペンシルベニア州の建築物	14.911442,0.8095333048363436
マイクロソフトのAPI	14.52795,0.8138480405516301
BlackBerry	14.618248,0.8366241284079218
FLOSS	16.12175,0.8702546296296296
東京工業大学	14.41275,0.8531428271676383
DirectX	16.965288,0.9063418651941872
クロスプラットフォームのソフトウェア	14.304163,0.9384277343749998
整理が必要な項目	18.397955,1.0
改名提案	14.41275,1.0
## IMINE2-J-087	アルファリポ酸 定義
存命人物	133.667216,
1951年のF1レースレポート	130.98387400000001,0.008391203703703703
1950年のF1レースレポート	113.479824,0.751582611042122
1950年のスポーツ	94.577047,0.4208586074556996
化学	81.0004,0.07537529085889275
酵素	76.613235,0.3748957893314603
ジスルフィド	75.815776,0.4890271850083589
生物学	72.977818,0.49479166666666663
補因子	67.697979,0.44089493720216405
医薬品	64.660968,0.3189160435331647
スイスグランプリ	75.022594,0.7472772100512852
声優	59.52211199999999,0.5151266718106995
クラシック音楽	56.347188,0.4956803902116402
占冠村	62.02712699999999,0.8640480324074074
神経学	47.962479,0.4202787208504801
抗酸化物質	45.52803,0.4122262142061043
ビタミン	45.52803,0.48245190865054866
化粧品	45.52803,0.5360129029492455
イーライリリー・アンド・カンパニー	45.52803,0.6226025132275133
薬学	42.677805000000006,0.4956597222222222
1906年生	41.6194,0.4615354938271604
スポーツ関係者	41.574932000000004,0.555960648148148
ギリシャの都市	37.254381,0.36400462962962965
官能基	35.47237,0.27907986111111105
シリアの都市	38.345077,0.4194212962962963
アメリカ合衆国の男性声優	41.484832,0.5953888888888889
占冠村の交通	47.790396,0.941383744855967
日本のヘリポート	44.093070999999995,0.76810298170194
マドリード出身の人物	37.387776,0.4566743827160494
企業	38.132214,0.4977604166666666
硫黄の化合物	35.47237,0.39387819894547316
音楽家	37.387776,0.5314062500000001
1987年生	35.799355000000006,0.4615354938271604
有機硫黄化合物	35.47237,0.45492139274691346
医学	36.137213,0.5001929012345678
スペインの作曲家	37.387776,0.5623885459533607
近現代の作曲家	37.387776,0.5736505731922399
自動車	35.707736,0.5027777777777778
イタリアの自動車メーカー・ブランド	37.080332999999996,0.5955036008230453
アルファ・ロメオのF1ドライバー	41.574932000000004,0.8791859567901235
保護基	30.287746,0.36565634645061723
イタリアのF1ドライバー	41.574932000000004,0.9278870884773662
生化学	31.333286,0.48750000000000004
ベルギーグランプリ	38.561512,0.850522976680384
ファイナルファンタジー	36.1922,0.7516995168283362
ペロポネソス	35.587557000000004,0.7268947187928669
イタリアグランプリ	38.627665,0.8832390260631001
薬学	24.970217,0.22478703703703706
ホムス県	37.158007,0.8466666666666667
チオール	31.333286,0.5659722222222221
イギリスグランプリ	37.589865,0.8833924897119341
ドイツグランプリ	37.169533,0.8832210219478738
1952年のF1レースレポート	36.230804,0.8640480324074074
フランスグランプリ	36.551598999999996,0.8832210219478738
カルボン酸	31.333286,0.6302083333333333
含硫黄複素環式化合物	30.287746,0.6458333333333333
薬物動態学	24.970217,0.42361111111111116
ファミリー企業	19.206554,0.14007082561455517
労働安全	19.606157,0.17350469393004114
アメリカ合衆国の医学者	26.016838,0.5118303571428571
化学安全	19.606157,0.19189441795879875
交通事故死した人物	23.420307,0.43018931878306876
1981年没	23.590485,0.4522100970017636
1966年没	23.420307,0.4522100970017636
1901年生	23.590485,0.4615354938271604
労働災害	19.606157,0.293287037037037
悪徳商法	17.707588,0.2131937861307074
生理学	17.984123,0.22862654320987658
防衛施設の世界遺産	19.37315,0.30382875385802466
内分泌学	21.55048,0.43918467078189305
ツインタワー	20.702374,0.39708333333333334
金属中毒	19.606157,0.34966261574074076
医療の一覧	20.095879,0.3751234567901235
水銀	19.606157,0.3646077688019652
イタリアの映画プロデューサー	23.590485,0.5728009259259259
1970年生	21.275867,0.4615354938271604
イタリアの映画監督	23.590485,0.5798739711934155
日本のサービス業	19.447756,0.37662294238683125
農薬	18.400932,0.3247122556584362
生物学	17.984123,0.30393711419753083
第28回BCS賞	20.702374,0.44126157407407407
サンタモニカ出身の人物	20.208965,0.4208333333333333
デザイン会社	19.331133,0.3858104899337441
疑似科学	17.707588,0.3133543381344307
神経伝達物質	21.55048,0.5186652091906722
バブル景気	19.447756,0.41890156525573186
シリアの世界遺産	19.37315,0.4172757523148148
1960年生	20.208965,0.4615354938271604
1977年設立	19.103209,0.41285686728395055
イタリアの脚本家	23.590485,0.652880658436214
