## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
SMAP	48.925434,0.5587572521359473
アルカーイダ	48.925434,0.5597950391992911
オペラ作曲家	27.507637,0.5536622033975437
日本のボウルゲーム	48.925434,0.561316525399258
2005年のアルバム	28.586655,0.5617266861592175
アメリカ合衆国のテレビ映画	27.885605,0.5627539924605122
熊本市出身の人物	28.027641,0.5651170277412615
2004年のアルバム	27.142603,0.5651779629510925
2008年のアルバム	26.842485,0.5651779629510925
明石家さんま	97.850868,0.5867071732837561
テレビ番組	288.05296400000003,0.6620817901234568
韓国の恋愛映画	29.749802,0.5845182273003636
吉本興業の番組	48.925434,0.5937001219078248
キリスト教	55.346195,0.5963558201058201
アンデルセン童話	26.785606,0.5899067360610003
アダルトゲーム声優	26.589848,0.591569788462951
槇原敬之が制作した楽曲	29.068466,0.5990914399807383
テレビ東京の情報・ワイドショー番組	30.354969,0.6018810851179426
槇原敬之の楽曲	29.068466,0.6069062822256612
ジャニーズ	48.925434,0.6136441427708278
ミシガン州の人物	28.726402,0.6079457131868237
おニャン子クラブ	28.586655,0.608588260679822
ニューヨーク市を舞台とした小説	27.799416,0.6096205023449803
テキサス州の人物	27.024323,0.6113091794493503
イングランドの俳優	27.33733,0.6114954420732673
ノースカロライナ州の人物	26.648792,0.6113091794493503
カリフォルニア州の人物	26.545145,0.6113091794493503
スリラー	27.799416,0.6119259946966052
おニャン子クラブのアルバム	55.429140000000004,0.6264295895869594
東京ディズニーリゾート	148.905952,0.6605034722222223
山田邦子	29.53727,0.6287421197668841
東宝製作の映画作品	29.53727,0.6319001141360212
日本のパーカッショニスト	28.87608,0.6336200795207803
大阪市の文化	48.925434,0.6402051574916858
俳優	88.116601,0.6533333333333333
アダルトゲーム	58.578464,0.6441428571428571
1999年のアダルトゲーム	30.28424,0.6397958417109095
2002年のアダルトゲーム	28.294224,0.6397958417109095
アクション小説	27.799416,0.6409100816203189
ホーム・アローン	27.885605,0.644223485356166
アメリカ合衆国	48.925434,0.6527777777777778
声優	26.589848,0.6458333333333333
映画	59.287071999999995,0.6572608024691359
戦争	61.955124,0.6622800925925925
音楽家	56.383717000000004,0.6611111111111112
平和	61.955124,0.6632316468253968
野島伸司のシナリオ作品	29.53727,0.6533497516260165
歌手	26.711384,0.6527777777777778
鉄道	51.79031,0.6625925925925926
シングル	29.068466,0.6597222222222222
宇宙開発	48.925434,0.6663194444444445
クラシック音楽	27.507637,0.6600198412698413
神話	48.925434,0.666969246031746
スポーツ	48.925434,0.6675405092592592
アルバム	27.142603,0.6610185185185186
文学	26.785606,0.6621141975308641
フジテレビの深夜番組	48.925434,0.6705926840197401
人物	29.209972,0.6666666666666666
NFLのシーズン	28.987896,0.6728473331571769
イングランドの歌手	26.711384,0.673693584203175
ポニーキャニオンのアルバム	26.842485,0.678090965621011
2004年のシングル	29.068466,0.6799235155535549
日本青年会議所	48.925434,0.6865665013610253
DVDPG	30.28424,0.6910167815246658
カタルーニャ州	48.925434,0.698753079275263
性風俗関係者	58.129467000000005,0.7077777777777778
中央大学出身の人物	27.85121,0.6990352928883744
フリジア諸島	29.613997,0.7014507880819186
アダルトゲームのファンディスク	28.294224,0.7022355237266285
函館市	97.850868,0.7250740372601038
東京大学出身の人物	27.105976,0.7210547506482522
食文化	48.925434,0.7291666666666666
コンピュータゲームのサウンドトラック	27.142603,0.725014976255816
CLANNAD	27.142603,0.7260823146498255
日テレアックスオンのテレビドラマ	26.760576,0.7261151199547402
北海道の祭り	48.925434,0.7396480548381461
シカゴを舞台とした映画作品	27.885605,0.7350146510312364
山口市の文化	48.925434,0.7423285193055392
乙女ゲーム	30.551834,0.7416267204612755
ブランチリポーター	48.925434,0.7486917363637198
長大な音楽作品名	26.842485,0.75
ダイ・ハード	27.799416,0.7518766918934149
東日本放送の番組	48.925434,0.7632545540171086
日本テレビの冠番組	48.925434,0.775187254023638
日本テレビのトーク番組	48.925434,0.7799695851471778
TBSのミニ番組	48.925434,0.779969585147178
フジテレビの特別番組	48.925434,0.7808735105552027
東京ディズニーシー	26.760576,0.7746142339500889
東京都の赤坂を舞台とした作品	29.068466,0.7768120472179355
ZIP-FM	26.82365,0.7761885117267876
日本テレビのミニ番組	35.235683,0.7808735105552026
富士重工業の人物	28.87608,0.783103756511533
日本のロマンティック・コメディ映画	29.53727,0.7868053940379824
みんなが出るテレビ	27.85121,0.7931027217596828
テレビ朝日のアナウンサー	27.105976,0.7953404117369685
フジテレビの冠番組	97.850868,0.8206055615291432
ケンブリッジシャー出身の人物	27.33733,0.8213193453394505
フジテレビのバラエティ番組	97.850868,0.8480662904311163
フジテレビの人物	28.852571,0.8297484841177983
宮城県を舞台とした作品	48.925434,0.8381559646669239
火曜ワイドスペシャル	48.925434,0.8382863616594508
東京ディズニーシーのスペシャルイベント	99.980518,0.8565898565691502
BSジャパンのテレビ番組	30.354969,0.8407855901247995
テレビ朝日のスペシャルドラマ	48.925434,0.853422530506973
日本テレビのバラエティ番組	48.925434,0.8554095160491045
梅田	48.925434,0.8624790531031761
東京ディズニーランドのスペシャルイベント	48.925434,0.8639676857907713
日本テレビのスペシャルドラマ	26.760576,0.8585816883144718
日本テレビの年末年始特番	48.925434,0.8701876087302095
フジテレビの年末年始特番	48.925434,0.8803976779513889
かつて存在したフジテレビの年末年始特番	48.925434,0.8873940248842593
東海道新幹線	51.79031,0.9116038665980796
モチノキ科	48.925434,0.9649980709876543
キジ目	48.925434,1.0
ルーテル教会	48.925434,1.0
確認・注意事項があるページ	26.589848,1.0
## IMINE2-J-072	京都 観光
道路	190.0207385,
日本の都市	134.82265,0.07361894675429781
平安時代	134.82265,0.12886095299668626
存命人物	8.8220625,0.008240740740740741
日本の計画都市	134.82265,0.19024803493477085
室町時代	134.82265,0.2717590112228823
街	4.413603,0.17220966183639588
安土桃山時代	134.82265,0.28953501462916376
大学間協定	4.4205995,0.18447115265334457
日本関連一覧	8.8426543,0.22837386120299724
映画スタジオ	4.4145823,0.23541587644919743
コンソーシアム	4.4205995,0.24254402795583718
学校教育	4.4349856,0.2491766256228936
平成百景	134.82265,0.37138556550489604
日本の小中一貫校	4.4138427,0.31373160832595065
日本の学生寮	4.424102,0.32770917257929033
日本の経済史	4.4100466,0.33524740588027263
日本の旧制中等教育学校	4.4349856,0.3434447344813148
日本の葬祭業	4.4143224,0.35581655391640876
日本企業の一覧	4.4100466,0.35633922820751884
1947年生	4.411756,0.3572793608405135
1935年生	4.4103065,0.3572793608405135
学校	17.6556025,0.375616619688853
日本の高等学校	4.4349856,0.3638109426364976
地方公務員出身の人物	4.411756,0.36420380127064755
日本の俳優	4.4103065,0.38037852848508225
マンション管理会社	4.4126387,0.3844593474044067
日本の美人コンテスト出場者	4.4103065,0.3875441730431241
日本の不動産会社	4.4126387,0.3906584817601165
東京都出身の人物	4.411756,0.39144324134206865
日本の道路一覧	8.8531656,0.4192405952738177
近畿地方の歴史	134.82265,0.5835340256268194
日本の地理	4.4256144,0.41772466510604217
京都府の学校	35.335966,0.46990548297241386
日本の旧制中学校	4.4349856,0.455259932395889
入学試験	4.413066,0.461295441246359
京都市の歴史	134.82265,0.648826274384226
日本の仏壇・仏具店	4.4143224,0.5026618712598806
日本の国立幼稚園	4.419477,0.504705554327995
霊場巡礼	4.419572,0.5140284572823334
日本の高等女学校	4.4349856,0.5157035717889975
日本の旧制中等教育学校一覧	8.8541336,0.5244531651174228
1988年開業の鉄道駅	4.413066,0.5207377538338835
山城国	148.07067780000003,0.7415041151891263
日本の特別支援学校一覧	8.8594527,0.5486339394937096
日本の交差点	4.415623,0.5473701166700915
日本の市町村	22.079710900000002,0.5940440980755919
日本の青年師範学校	4.4205146,0.5666330610566926
日本の専修学校一覧	4.425848,0.5708158211460238
日本の小学校一覧	4.4212756,0.5767128789779927
日本の高等学校一覧	4.4332776,0.5782581205689277
日本の中学校一覧	4.4131823,0.5782581205689277
京都府	13.238454699999998,0.595308623221022
日本の自転車用道路	4.419694,0.5841443853620621
東京都	8.8344932,0.5914859860825332
企業	13.2370077,0.59884143161294
法	13.238454699999998,0.6037966253114091
農業	13.2572121,0.6065556055669867
日本の図書館一覧	4.4126387,0.5921712118927033
俳優	4.4103065,0.5993611254000915
神道	4.419572,0.6041536592499083
水泳	4.417926,0.6065865598148624
日本の師範学校	4.413638,0.6133506361263408
日本の国立小学校	4.4138427,0.616029411346318
東京都の教育	4.413066,0.6161231989848339
日本の国立中学校	4.4138427,0.617574652937253
日本の鉄道事業者	4.413196,0.6214449210311397
日本の水泳大会	4.417926,0.6279709698774403
戦前の京都	13.2444281,0.6537731202738384
仏教	4.419572,0.640458267454117
山口県出身の人物	4.4103065,0.6428766646331331
ヤクザ映画	4.4145823,0.654512746624934
かつて存在した日本のホテル	4.4102755,0.6559075622698134
東京都の画像提供依頼	4.4099307,0.6638208878547239
京都府道	92.77874269999998,0.8194542148655142
東京都中央区の企業	4.4126387,0.7130450661527694
日本の仏教系幼稚園	4.4108443,0.7249062728140141
東京都道	79.56246660000001,0.8591485027960094
東京都の歴史	4.413066,0.729856510330668
近畿地方の乗合バス事業者	4.413196,0.7318180610793048
都道府県道の一覧	4.433352,0.7350173478640355
国民体育大会における各競技	4.417926,0.7353985212691473
東京都の一覧	17.7147403,0.7763078879532032
京都市の交通	4.413196,0.7731781640683987
京都府の画像提供依頼	8.8222828,0.7827263586587647
横浜国立大学出身の人物	4.411756,0.7764579549234271
京都市道	26.534511199999997,0.8153519334600114
京都市の区	26.494349900000003,0.8178053906017637
京都府の幼稚園	4.419477,0.7798051415100237
京都府の一覧	30.956600199999997,0.8320257677394164
京都府の歴史	4.419148,0.7855743901168813
日本の仏教系小学校	4.4114385,0.785980652984839
近畿地方のバス停	4.415623,0.7913479861203725
京阪バス	4.415623,0.7916682547247572
東映時代劇	4.4145823,0.7959964803604771
駐日外国公館	4.4326077,0.797721111397883
京都市の道路	4.4200306,0.8007845639916107
京都府の官公庁	13.238454699999998,0.8194763877179865
京都市交通局	8.828819,0.8128853599844458
東京都の道路	8.8531656,0.8130613421670104
東映	4.4145823,0.8062145466954945
東京都の特別支援学校	4.4282227,0.8077020129774702
選抜高等学校野球大会出場校	4.413638,0.8081902890634262
京都府の図書館	4.4126387,0.8092031985349132
都道府県労働局	4.412477,0.8097890992147412
立川市の企業	4.4143224,0.8104969248030504
京都市の建築物	8.829525,0.8200509350922076
東京都の旧制教育機関	4.4349856,0.8164031387549476
京都府の私立幼稚園	4.4108443,0.8165991994598765
近畿地方の野球	4.4122467,0.8181063731564568
京都教育大学	17.6674723,0.84164543265974
かつて存在した日本の軌道事業者	4.413196,0.8209807806457838
地方公営企業	4.413196,0.8218408069761183
京都市の画像提供依頼	4.419477,0.822019451190778
東京都の行政	4.413066,0.8261050723134865
京都府のスポーツ	4.4122467,0.8263712882554372
京都府の特別支援学校	4.43123,0.8311309514967508
長岡京市の企業	4.4153194,0.8324369957106268
京都府の建築物	8.823512,0.8418767797649382
京都府の旧制教育機関	13.2533006,0.8498191069815477
全国高等学校野球選手権大会出場校	4.413638,0.8349657834985299
京都府の地理	4.4256144,0.8368980938864069
京都府の小学校	4.4212756,0.8408795216808486
京都府の専修学校	4.425848,0.8427820287866394
京都市北区の教育	13.2479953,0.8588528556857968
京都市の学校	4.4108443,0.8501876935617277
東山区の教育	8.8222828,0.8588528556857968
埼玉県道	13.2482184,0.8669581489691031
京都府の農業協同組合	13.2572121,0.8683972859292088
中京区	13.245394699999999,0.8714421531173403
太秦	4.4145823,0.858975054851327
京都府の公益法人	4.4205995,0.859874604736663
京都府の高等学校	4.4332776,0.8613776517072285
京都府の中学校	4.4131823,0.8613776517072285
下京区の教育	4.4205995,0.8619744822812176
京都バス	4.415623,0.8677555534456982
かつて存在した京都府の企業	4.4102755,0.8687343515571415
滋賀県道	4.419148,0.8692706288223022
大阪府道	4.415588,0.8692706288223022
千葉県道	4.4099307,0.8692706288223022
京都府の国立学校	8.8333197,0.878450573606676
左京区	4.4183764,0.878092425311053
下京区	4.414639,0.878092425311053
上京区	4.410817,0.878092425311053
京都市北区の歴史	17.6672377,0.905094120564611
伏見区の学校	8.833115,0.9123380862860418
簡易裁判所	13.238454699999998,0.9222679157021604
下京区の交通	4.415623,0.9115687096596781
京都市南区の交通	4.413066,0.9115687096596781
下京区の歴史	13.246906800000001,0.9278598547599569
東京都の公立高等学校	4.4349856,0.9124426394187718
京都市の鉄道駅	4.413066,0.9139200306718792
龍谷総合学園	8.8222828,0.9243685383916124
京都市南区の歴史	8.8366313,0.9278598547599569
