## IMINE2-J-001	cvs
儀式	26.940033,1.4824072152158465
大気熱力学	101.62036,1.9111243708227772
設計	50.81018,1.8338605900064435
各国の経済	22.706264,1.957967036313052
2000年没	26.499475,2.105999034829336
計算理論	50.81018,2.333050030222095
経済	149.782149,2.919298503180625
ダイアグラム	203.24072,3.4079790415551012
国の分類	27.132607,2.6344167450370217
アカデミックスキル	50.81018,2.861671630952458
工学	152.43054,3.6680144196806523
制御理論	152.43054,3.8595987669419447
交通	50.81018,3.29242456035971
コンピュータ	50.81018,3.4694096802750534
中央アフリカ共和国の歴史	25.785784,3.3918000120801213
建築物	50.81018,3.728644510181892
人間工学	50.81018,3.8370084105446667
気象学・気候学	50.81018,4.002980022817857
コンピュータ史	26.122341,3.9077116798711016
鉄道運転業務	101.62036,4.752345019586604
テクニカル分析	50.81018,4.416215947746645
人物	47.06121,4.515033653610621
電気回路	101.62036,5.1885288544221995
初等数学	50.81018,4.78171391397833
各国の郵便	28.567545,4.768198770178317
ドニプロペトロウシク出身の人物	24.962551,4.8789274759532315
地理用語	104.21718,5.943435792321043
数の表現	26.33469,5.036880135176543
統計	50.81018,5.5516845345559975
約物	50.81018,5.73919937203538
ノーベル平和賞受賞者	23.063387,5.542574395966243
角度	50.81018,6.071550584256973
振動工学	50.81018,6.237560989954896
刑死した人物	23.530605,5.943766664673428
医学	74.978668,6.914919407351262
無線工学	50.81018,6.621451707519583
イギリスの医療	26.141048,6.353706675364073
列車	101.62036,7.8413831552236335
税制史	24.962551,6.668190490681109
バリアフリー	50.81018,7.260087832217759
統計学	50.81018,7.4283051876723745
各国の軍隊	25.936312,7.122016418218828
孤立	101.62036,8.745582023048414
数学の表記法	50.81018,7.758064530018456
コンピュータの利用	50.81018,7.987407538252549
スワジランドの人物	25.989038,7.653241224672569
エポニム	50.81018,8.423464472696816
市民活動	22.402134,7.982532116550716
信号処理	50.81018,8.814655736909337
アフリカの君主	25.989038,8.397227635458156
電子工学	50.81018,9.273325746458744
株式市場	50.81018,9.431037172312
2002年没	24.878271,9.0427269331583
財政	54.486908,9.949517675632777
バイオインフォマティクス	50.81018,10.07212802543109
ソフトウェア	101.62036,11.599822212251981
コンピュータのデータ	26.33469,9.717133880187898
1966年生	27.984564,9.973918084511787
時系列分析	50.81018,10.809536802697087
ソフトウェア工学	50.81018,10.99825744529577
ロシアの経済学者	27.984564,10.490596552574312
政治家	51.216528,11.338502211323
数の単位	26.325003,10.6475672180371
計算用具	50.81018,11.631084872360985
ベクトル解析	50.81018,11.87319399398723
社会運動団体	26.037037,11.201472435114693
1799年没	23.530605,11.272140806836596
政治	51.153223,12.390770293999976
誤謬	50.81018,12.450741428128858
表	101.62036,14.556688702422607
アメリカ国家科学賞受賞者	26.499475,12.059739810553225
国際援助	26.037037,12.21605184281484
製図	50.81018,13.265919811745858
キリスト教の礼拝・典礼・奉神礼	26.940033,12.569205677370347
ノルウェーの社会	26.325003,12.722108500417171
海運業	50.81018,13.94041830087394
過去のアフリカの国	25.785784,13.157649502424533
1935年没	23.063387,13.33196196512033
ノルウェーの経済	23.530605,13.563626821553134
経済指標	50.81018,14.930065385134556
レジオンドヌール勲章受章者	23.231964,13.880676780779629
数学の法則	50.81018,15.357677442730191
各国の議会	25.164185,14.37708440832377
1914年生	26.499475,14.650436624193969
鉄道	50.81018,15.943417196372664
計画	24.631184,14.809054154326548
情報技術のプロジェクト	26.122341,15.103452519312198
社会貢献	22.402134,15.075072766059165
人工知能	28.763208,15.57560115533016
教育	23.935715,15.456774668522577
1968年生	25.989038,15.737471605916552
プログラミング	26.33469,16.018630492028265
政府系ファンド	23.530605,16.066928996771722
1967年生	24.962551,16.29701527673675
1940年生	24.878271,16.551051106206106
防災	22.402134,16.553603076360204
1948年生	23.530605,17.021738932056518
パラグアイの教育	23.935715,17.26496543150559
1955年生	23.231964,17.459309193652025
エレクトロニクス	50.81018,19.279165435861263
北京出身の人物	23.530605,17.77615441997128
アプリケーションソフト	50.81018,19.678316310858552
1970年生	22.909576,18.248855831140176
福祉国家	26.141048,18.62303081291543
防犯	22.402134,18.668842009218697
数	26.325003,19.14524424601601
民間防衛	22.402134,19.01122241354135
1750年生	23.530605,19.299671018441163
王位継承	26.940033,19.755057486976675
原子力	24.11143,19.72462932311774
超々高層ビル	22.909576,19.764233295825242
1863年生	23.063387,20.055171334260187
暗殺された政治家	24.878271,20.444052306367322
字引記事/2009年以前	50.81018,22.288611842810084
再使用型打ち上げシステム	27.558235,21.050347870995836
カーボベルデ関連一覧	24.831697,21.06903207446818
シンボル	50.81018,23.14876186131763
各国の法人	22.706264,21.36225707210893
即位式	26.940033,22.064126151836625
宇宙船	27.558235,22.347487024370288
コンピュータ	26.122341,22.553010474200068
コンピュータグラフィックス	50.81018,24.49433388191669
ポーランドの経済	28.500679,23.087447633743768
帝国	25.785784,23.21057924652933
平和	26.037037,23.498696749485514
ドイツの経済	23.328894,23.494209690710424
チュニジア文学	23.530605,23.76344357288377
各国の首相	24.831697,24.109927676249463
カーボベルデの政治家	24.831697,24.669360337524093
キエフの文化	27.065512,25.2772514411502
ダイヤ改正	101.62036,31.969360245747207
ウクライナの政治家	24.962551,25.844278334194314
貧困関連の組織	26.037037,26.20968248083595
フランスの政治家	23.231964,26.217608424474424
プログラミング言語	28.763208,27.053878208528158
人道援助関連の組織	26.037037,27.067807753265306
一院制議会	49.513395,29.520761741922673
北ヨーロッパ	48.69479,29.67148256518696
スロバキアの企業	22.706264,27.73226048282145
チェコの企業	22.706264,28.074019705738078
イタリアの内閣	23.530605,28.442296778917733
イギリスの医療機関	26.141048,29.121009491009968
スロベニアの政治家	22.909576,29.39974165497854
共産主義	24.34921,29.82782263441455
イラン・イラク戦争	22.909576,29.817733952436804
ウクライナの軍人	24.962551,30.309160616652527
漫画	26.887571,30.750827662159068
1994年の法	23.172003,30.618906214348826
アメリカ合衆国の物理学者	26.499475,31.251861615639864
コンピュータの算術	26.33469,31.7359042816181
清朝の人物	23.530605,31.734164570935913
中国の歴史	23.530605,32.202512433751
画像処理ソフト	50.81018,35.23590610594896
東京都出身の人物	24.878271,32.953353011517585
日本の歴史	24.444824,33.23763434201307
アメリカ合衆国の非営利組織	26.037037,33.59528357897262
ベラルーシの政治	23.172003,33.621941822500794
ロシア	27.984564,34.56568828366688
ブルネイの政治	28.567545,34.91164600557045
冠	26.940033,35.041109739475665
軍事航空	25.802956,35.229819790082175
イギリスの行政	26.141048,35.629824263689336
イスラム・	24.962551,35.992469575486396
フィンランドの政治	25.164185,36.144234783082084
戦時下の日本	24.444824,36.490246155561906
上院	22.909576,36.675706667955204
練習機	25.802956,37.4903465364268
フランスの政府	23.672901,37.55356046340551
スワジランド	25.989038,38.1302049522232
パリ出身の人物	23.231964,38.09803278164993
満州民族	23.530605,38.51994525534404
テレビ番組	24.325672,38.765219735597114
ネパールの国際関係	23.530605,38.990146595492
警察	23.530605,39.51156042642163
日本の原子力史	24.11143,39.701129429748164
フランスの行政	23.672901,39.988683666761126
参照方法	24.878271,40.45567587301826
欧州連合の経済	24.534708,40.74378663483027
マンハッタン計画の人物	26.499475,41.426034129667876
あらすじの不十分な作品記事	24.325672,41.47173826535245
バンダルスリブガワン	28.567545,42.195612761254054
首相	22.909576,41.92324841330541
ブルネイ	28.567545,42.893841213810724
フランス	23.231964,42.599416112892904
財務省	28.500679,43.621362822660004
ウズベキスタン	22.512617,43.1595201799051
韓国の軍人	23.530605,43.564700146533376
チェコの法	22.706264,43.884922849641356
グラフ作成ソフト	50.81018,48.41060653172483
ルーマニア	25.989038,45.25510704360361
キエフの観光地	27.065512,46.04095419362275
ソビエト連邦の経済	24.631184,46.21680455015365
キエフの建築物	27.065512,47.3523163264472
公企業	22.706264,47.20509730703055
朝鮮	23.530605,47.72773583143874
ルーマニアの議会	25.989038,48.58480012059536
各国の憲法典	23.172003,48.68992597620218
ウクライナ正教会	27.065512,49.95185628185035
ブラジルの行政機関	26.951256,50.40036760741794
1996年のテレビドラマ	24.325672,50.46171026876529
日本の政治家	24.878271,50.86595516809176
チェコの議会	22.909576,50.85068179791874
郵便貯金	24.444824,51.8840245215012
中欧	24.534708,52.27783446030887
ポーランドの中央省庁	28.500679,53.53325350816516
昭和時代戦前の経済	24.444824,53.472159186331965
ウクライナの修道院	27.065512,54.91615716901766
企業の種類	22.706264,54.887738827136644
北朝鮮の首相	27.43932,56.222004879465146
ロシアの閣僚	27.984564,57.42398068125338
曲線	50.81018,61.8255054677057
イギリス労働党の政治家	23.063387,58.2065404177082
織田信長を題材とした作品	26.887571,59.98049192823485
社会民主連合の人物	24.878271,60.3122889544815
シーア派	24.962551,61.420412124293655
ナチス親衛隊	23.328894,61.92976692219496
行政院	27.309692,63.05578938135215
東京都	22.909576,63.23008704380719
南オセチア	25.936312,64.3211674765441
政治漫画	26.887571,65.45038013392337
中華人民共和国の議会	24.34921,65.51628570655619
フランスの内閣	23.672901,66.01108661035012
ヴァージン・グループ	27.558235,67.39404216242741
日本の行政官職	28.583952,68.44597372733479
イギリスの外務大臣	23.063387,69.0126984378517
イスラーム税法	24.962551,69.96283844635293
経済産業省	26.122341,71.25743621278608
正教会の修道院	27.065512,72.671828468779
海上保安庁	22.402134,73.0526445290819
ワイオミング州の人物	26.499475,74.62794122081925
韓国の竹島領有権運動	23.530605,75.26166275643271
ヤングアニマル	26.887571,76.91937996342318
プリンストン大学の教員	26.499475,77.78837732130212
チェコスロバキアの法	22.706264,78.34197329659979
グラスゴー出身の人物	23.063387,79.25585363743326
コロンビア大学の教員	26.499475,80.58861322517787
シカゴ大学の教員	26.499475,81.26331313057163
中華人民共和国の軍用機	25.802956,82.13109535412046
ローレンス・バークレー国立研究所の人物	26.499475,83.70027193733482
永田町を舞台とした作品	26.887571,85.6251760174513
中央大学出身の人物	24.878271,87.57693120949351
世にも奇妙な物語	24.325672,92.59943652989601
日本財団	22.402134,93.28170097470057
民主党の衆議院議員	24.878271,97.16712346128358
三重県の警察署	23.530605,101.90585415273368
対馬市	23.530605,105.34262744508479
東京都選出の衆議院議員	24.878271,106.61029665833694
比例東京ブロック選出の衆議院議員	24.878271,108.28863054060076
## IMINE2-J-081	海外　ニュース
存命人物	296.061702,
報道	163.127542,0.03612654320987654
海	136.73856,0.07978416215152527
政治地理学	150.816214,0.45934675654038376
国際関係	136.73856,0.6886715028613681
ニュースサイト	100.7398525,0.7339569103862399
地域	13.934299,0.24265946502057612
社会	136.73856,1.2225209279470473
NHKのニュース・報道番組	88.0770385,1.4194602765509867
東京都出身の人物	71.155283,1.9287976586583089
テレビ番組	113.3509135,2.889508908199507
アナウンサー	111.948857,3.368318377796926
フリーアナウンサー	69.99501,2.58719259142348
NHKの情報・ワイドショー番組	57.959124,2.689631965033681
日本のニュースキャスター	71.035464,3.614653030225821
通信社	28.454671,2.2194609572017785
衛星放送	28.612583,2.588633710931925
無線	13.841069,2.090115443132931
放送	13.841069,2.3889623041483126
